mlluy	1485888
doc	1574540
goev	1750153
homb	1331520
dao	1781753
sabr	1597033
por	784977
ufpi	912767
wns	1356570
apls	1492422
cbu	723188
fcn	887936
hpp	1482512
he	354707
umbf	101382
ag	1308648
form	1039399
jteky	1446661
arvn	1655759
sbra	1492298
ifs	1615903
focs	1651052
ab	825313
sem	1320414
rezi	1740332
grp-un	1564538
atc	1762459
vg	1272830
opk	944809
cydy	1175680
gsat	1366868
seb	88121
tigo	912958
vvnt	1713952
prg	1808834
ssrm	921638
rvmd	1628171
wwe	1091907
nvg	1090116
aimc	1374535
amn	1142750
chffy	1601994
snbr	827187
yueiy	1444719
bco	78890
lcii	763744
irbt	1159167
igt	1619762
rckt	1281895
seer	1726445
csiq	1375877
bmch	1574815
kex	56047
bku	1504008
apph	1807707
pzza	901491
edit	1650664
wtm	776867
sndl	1766600
umpq	1077771
opch	1014739
pch	1338749
njr	356309
bhf	1685040
ppbi	1028918
gme	1326380
niu	1744781
cbrl	1067294
trn	99780
swx	1692115
twou	1459417
hrb	12659
bnr	1792267
cwk	1628369
spb	109177
algt	1362468
cnmd	816956
r	85961
msloy	1447112
eqc	803649
fnb	37808
fele	38725
mara	1507605
cnne	1704720
tcbi	1077428
igms	1496323
mant	892537
ale	66756
lysdy	1444327
vrnt	1166388
boh	46195
adnt	1670541
amrs	1365916
unvr	1494319
trtn	1660734
tsem	928876
frhc	924805
elp	1041792
nstg	1401708
asccy	1600930
phr	1412408
brfs	1122491
musa	1573516
cwh	1669779
nsp	1000753
pcrx	1396814
golf	1672013
hi	1417398
max	1818383
si	1312109
apg	1796209
livn	1639691
gatx	40211
mmsi	856982
fhb	36377
rog	84748
vsh	103730
crlbf	1832928
azihy	1533475
vne	1733186
bbby	886158
cvlt	1169561
gt	42582
chx	1723089
bbu	1654795
cort	1088856
clne	1368265
six	701374
cns	1284812
sr	1126956
safm	812128
legn	1801198
eaf	931148
sxt	310142
dsp	1828791
nad	1083839
avav	1368622
rrr	1653653
fn	1408710
becn	1124941
cmd	19446
dan	26780
hmsy	1196501
nndm	1643303
cpa	1345105
hwc	750577
brp	1781755
bjchy	1454468
mth	833079
ps	1725579
med	910329
sogo	1713947
hl	719413
pdco	891024
sdipf	1562040
dnp	806628
jgccy	1446662
lthm	1742924
isbc	1594012
hyln	1759631
ccu	888746
bpxxy	1567024
alks	1520262
amrc	1488139
nhi	877860
wri	828916
bngo	1411690
joe	745308
agi	1178819
abcb	351569
sun	1552275
wd	1497770
rock	912562
krtx	1771917
mmyt	1495153
out	1579877
atco	1794846
pci	1558629
cyrx	1124524
veon	1468091
itci	1567514
ait	109563
mcy	64996
bstz	1768666
enr	1632790
psmt	1041803
noah	1499543
dorm	868780
anioy	1438557
sfrgy	1571549
cno	1224608
lxp	910108
wor	108516
lgih	1580670
ago	1273813
sstk	1549346
ninoy	1446588
bmi	9092
etrn	1747009
adv	1776661
ccohy	1461283
ebc	1810546
laur	912766
kymr	1815442
abg	1144980
aca	1739445
anhgy	1602277
maxr	1121142
aple	1418121
colb	887343
utz	1739566
ghc	104889
urbn	912615
eat	703351
kmt	55242
aqua	1604643
ful	39368
box	1372612
hkib	1769731
epr	1045450
blue	1293971
unit	1620280
shoo	913241
ng	1173420
ontf	1110611
kfy	56679
csod	1401680
xncr	1326732
jjsf	785956
nsit	932696
bxs	1299939
grwg	1604868
cwst	911177
awr	1056903
fskr	1525759
nuva	1142596
ibtx	1564618
cwt	1035201
comm	1517228
alxo	1810182
ofc	860546
cixx	1829948
onto	704532
mc	1596967
amrn	897448
klic	56978
nnox	1795251
car	723612
lgf-a	929351
taro	906338
ael	1039828
bft	1818355
ccoi	1158324
caty	861842
yq	1821468
hgv	1674168
onb	707179
jks	1481513
meoh	886977
gbt	1629137
save	1498710
jw-a	107140
gdot	1386278
hp	46765
exls	1297989
riot	1167419
pax	1825570
nwe	73088
smpl	1702744
bcucy	1581285
vie	1734517
dy	67215
esrt	1541401
atrc	1323885
lgnd	886163
sfnc	90498
esba	1553079
ely	837465
asb	7789
ping	1679826
atkr	1666138
accd	1481646
matx	3453
plmr	1761312
ssys	1517396
rcii	933036
jeld	1674335
dcph	1654151
wern	793074
acb	1683541
cvbf	354647
nk	1326110
pjt	1626115
ngvt	1653477
usm	821130
gpi	1031203
swn	7332
aub	883948
yelp	1345016
fhi	1056288
scl	94049
evtc	1559865
teo	932470
www	110471
ths	1320695
arnc	1790982
ucbi	857855
bipc	1788348
pdce	77877
mvis	65770
prmw	884713
svnby	1464794
mime	1644675
cbt	16040
azul	1432364
mic	1289790
sum	1621563
axsm	1579428
cnx	1070412
ptve	1527508
peb	1474098
tph	1561680
mxl	1288469
exg	1379438
nus	1021561
trq	1158041
lila	1712184
psec	1287032
abm	771497
avya	1418100
coop	933136
tpic	1455684
ava	104918
rvlv	1746618
cmpr	1262976
nni	1258602
mdrx	1124804
fibk	860413
ese	866706
myte	1831907
itgr	1114483
stay	1581164
bnl	1424182
trox	1530804
clny	1679688
tr	98677
dfh	1825088
b	9984
tex	97216
indb	776901
door	893691
brc	746598
ino	1055726
gth	1782594
hyfm	1695295
ax	1299709
enbl	1591763
sfm	1575515
himx	1342338
cmc	22444
alvr	1754068
coke	317540
ear	1719395
kncay	1447125
nsa	1618563
iboc	315709
vnom	1602065
cim	1409493
bndsy	1438556
ttgt	1293282
hth	1265131
seas	1564902
xl	1772720
modv	1220754
csq	1275214
sina	1094005
fcfs	840489
ailih	18654
qtrx	1503274
lac	1440972
mog-a	67887
manu	1549107
egfey	1437178
tac	1144800
bvn	1013131
inmd	1742692
btrs	1774155
sky	90896
kw	1408100
tjbh	1499785
utf	1275617
gbdc	1476765
kar	1395942
spxc	88205
prpl	1643953
gcmg	1819796
eprt	1728951
flr	1124198
anat	1801075
sho	1295810
sfbs	1430723
iosp	1054905
msge	1795250
rrc	315852
ktb	1760965
hmy	1023514
flow	1641991
enlc	1592000
odp	800240
cent	887733
aozoy	1383906
om	1484612
cnk	1385280
fun	811532
pslv	1494728
fult	700564
mgy	1698990
cade	1614184
mgln	19411
fbc	1033012
qntqy	1350865
mgee	1161728
wgo	107687
rcus	1724521
md	893949
ati	1018963
mtor	1113256
sbgi	912752
nuv	812801
rmbs	917273
avns	1606498
mcrb	1609809
plxs	785786
sitm	1451809
bposy	1588966
big	768835
sji	91928
gef	43920
mik	1593936
sitc	894315
ftai	1590364
fwrd	912728
sig	832988
cake	887596
stra	1013934
real	1573221
adct	1771910
omab	1378239
nzf	1137887
vrrm	1682745
cstl	1447362
fix	1035983
bcat	1809541
sats	1415404
hcsg	731012
rlj	1511337
eqx	1756607
ipoe	1818874
ain	819793
egov	1065332
jack	807882
thrm	903129
mtx	891014
fsk	1422183
kura	1422143
imvt	1764013
gb	1799983
navi	1593538
nvmi	1109345
hcat	1636422
yext	1614178
jehly	867536
sanm	897723
aso	1817358
shen	354963
oibr-c	1160846
ntct	1078075
wafd	936528
main	1396440
rusha	1012019
calx	1406666
ego	918608
mygn	899923
rpai	1222840
stok	1623526
tse	1519061
skyw	793733
mtdr	1520006
rmo	1757932
mlhr	66382
xper	1803696
frme	712534
zom	1684144
vcel	887359
pbh	1295947
lx	1708259
ctre	1590717
bkuh	1440153
cub	26076
dpuky	1526593
fnma	310522
nac	1074952
simo	1329394
pubm	1422930
cde	215466
tcp	1075607
acmr	1680062
afya	1771007
arce	1740594
rnst	715072
gluu	1366246
tds	1051512
hrmy	1802665
axnx	1603756
mfgp	1359711
ar	1433270
gevo	1392380
mli	89439
cmp	1227654
whd	1699136
ipof	1818873
iba	1044896
fbp	1057706
ngm	1426332
pqg	1708035
hri	1364479
fss	277509
blnk	1429764
int	789460
wsfs	828944
zim	1654126
vtkly	913744
ctb	24491
pdm	1042776
ipar	822663
mur	717423
rig	1451505
domo	1505952
lung	1127537
cvco	278166
olma	1750284
cohu	21535
sgry	1638833
sim	887153
vgr	59440
epay	1073349
bgs	1278027
ffbc	708955
endp	1593034
idcc	1405495
crc	1609253
navg	793547
prk	805676
banf	760498
gnw	1276520
ggal	1114700
rlgy	1398987
vsto	1616318
mnro	876427
wbt	1650962
oi	812074
ccs	1576940
imcr	1671927
prft	1085869
silk	1397702
flws	1084869
ocgn	1372299
wsbc	203596
tbio	1693415
bcc	1328581
blmn	1546417
bdc	913142
atge	730464
eva	1592057
fcpt	1650132
fmbi	702325
bsm	1621434
orryy	1641431
gshhy	1012139
bdn	790816
ww	105319
pgre	1605607
cioxy	1483379
rpay	1720592
mythy	1437470
auph	1600620
mwa	1350593
omi	75252
cva	225648
ako-a	925261
infn	1138639
sjw	766829
prax	1689548
pvg	1508844
svc	945394
rgnx	1590877
bcnay	1445168
cstm	1563411
myov	1679082
cere	1805387
sah	1043509
gcp	1644440
cswi	1624794
grcl	1826492
iijiy	1090633
bke	885245
lbrt	1694028
zuo	1423774
twnk	1644406
drna	1399529
bur	1714174
jps	1176433
usna	896264
gbio	1733294
sgmo	1001233
mgrc	752714
cccc	1662579
cgnt	1824814
adus	1468328
wetg	1784970
avepy	1446189
adx	2230
ufs	1381531
amcx	1514991
vrts	883237
yi	1738906
ymab	1722964
wre	104894
hlio	1024795
cang	1725123
nmih	1547903
arct	1768224
fuway	1090454
cvi	1376139
uctt	1275014
htlf	920112
amk	1591587
kn	1587523
prgs	876167
ety	1340736
mac	912242
pty	1190935
calm	16160
amc	1411579
lzb	57131
zyme	1403752
rvnc	1479290
crto	1576427
sttk	1680367
hubg	940942
trmk	36146
abr	1253986
pro	1392972
pipr	1230245
uehpy	1364276
inst	1355754
ns	1110805
mdgl	1157601
crvl	874866
prch	1784535
hska	1038133
dea	1622194
mass	1555279
lob	1462120
patk	76605
spns	885740
itcb	1276671
gsbd	1572694
yduqy	1519821
roic	1407623
sbcf	730708
epc	1096752
par	708821
eurn	1604481
cpk	19745
aat	1500217
or	1627272
ue	1611547
insg	1022652
abml	1576873
mntk	1826600
btt	1528437
tlnd	1668105
rvt	804116
fbk	1649749
pmt	1464423
den	945764
two	1465740
srrk	1727196
ypf	904851
xhr	1616000
stpk	1758766
scgey	1449267
flidy	1433087
cmps	1816590
dbc	1328237
pmvp	1699382
play	1525769
bcab	1826892
freq	1703647
plt	914025
ari	1467760
mfa	1055160
mnr	67625
drh	1298946
evt	1253327
alg	897077
usph	885978
utg	1263994
baly	1747079
clbk	1723596
dsl	1566388
pdi	1510599
htgc	1280784
boot	1610250
dds	28917
idex	837852
cffn	1490906
lnn	836157
jag	1685715
banr	946673
repl	1737953
orgo	1661181
mag	1230992
rqi	1157842
dcbo	1829959
pgen	1356090
csii	1180145
ottr	1466593
dkl	1552797
smci	1375365
catm	1671013
kro	1257640
hbm	1322422
syke	1010612
vctr	1570827
kaiky	1447126
hmpt	1830197
evh	1628908
arqt	1787306
nwbi	1471265
tbk	1539638
ttcf	1741231
crs	17843
dmtk	1651944
cdxs	1200375
maxn	1796898
nktx	1787400
qure	1590560
slp	1023459
amti	1801777
kron	1741830
kalu	811596
sasr	824410
sava	1069530
kai	886346
impjy	1437538
hrtx	818033
fmtx	1538927
cgem	1789972
gab	794685
sbh	1368458
can	1780652
iag	1203464
azre	1633438
atsg	894081
osis	1039065
ltc	887905
praa	1185348
gnl	1526113
cnst	1434418
ty	99614
hy	1173514
lkncy	1767582
cpg	1545851
hep	1283140
bdj	1332283
ntb	1653242
cxp	1252849
amwd	794619
uis	746838
alec	1653087
bcrx	882796
hmn	850141
ken	1611005
knte	1797768
irwd	1446847
lkfn	721994
avsfy	1454176
iclk	1697818
tba	1832459
supn	1356576
ebix	814549
pi	1114995
cytk	1061983
gnmk	1487371
bv	1734713
bgcp	1094831
ahl-pc	1267395
tup	1008654
dlx	27996
paya	1819881
mbuu	1590976
anf	1018840
seznl	1662991
ceqp	1136352
pntg	1766400
wabc	311094
atra	1604464
gol	1291733
hhr	1721181
vor	1817229
dk	1694426
cogny	1584943
bsig	1748824
mho	799292
home	1646228
hni	48287
icfi	1362004
nmrk	1690680
syx	945114
ges	912463
btai	1720893
zntl	1725160
imgn	855654
mrsn	1442836
esta	1688757
wdr	1052100
pagp	1581990
eb	1475115
jrvr	1620459
usa	799195
pbi	78814
finv	1691445
clb	1000229
taqr	1656053
scs	1050825
vrtu	1207074
wprt	1370416
adldy	1641427
hlg	1596964
ismay	1438655
nbtb	790359
xpel	1767258
kamn	54381
gva	861459
bbn	1493683
rtlr	1748773
csgs	1005757
unfi	1020859
npo	1164863
krys	1711279
mmi	1578732
argo	1091748
nymt	1273685
nrix	1549595
ttmi	1116942
hsc	45876
rytm	1649904
otrk	1136174
htld	799233
pfs	1178970
veri	1615165
prim	1361538
avo	1802974
ilpt	1717307
cbz	944148
msc	1713334
sy	1758530
oflx	1317945
prtc	1782999
atgsy	1437541
mei	65270
aaww	1135185
psnl	1527753
bmdpf	1002788
pack	1712463
ocul	1393434
kros	1664710
hope	1128361
rily	1464790
stkl	351834
codi	1345126
lasr	1124796
upld	1505155
aledy	1508668
egbn	1050441
krg	1286043
modn	1118417
wmk	105418
cnr	883902
bst	1616678
nxe	1698535
ehth	1333493
yumm	1073748
evv	1222922
aroc	1389050
sbe	1777393
zeal	1674988
tslx	1508655
fpf	1567569
mlab	724004
trs	842633
qtt	1733298
rbbn	1708055
aste	792987
szgpy	1450344
frg	1528930
gms	1600438
nwn	1733998
akr	899629
opra	1737450
lwel	1567098
giii	821002
usac	1522727
mrtn	799167
sbtx	1671858
hrvsf	1760439
forty	1045986
cnxn	1050377
gbx	923120
rad	84129
ceva	1173489
gwb	1613665
msex	66004
knsa	1730430
nfh	1737422
lgsxy	1447221
etv	1322436
hyt	1222401
stc	94344
faro	917491
btz	1379384
mtrn	1104657
etg	1270523
brmk	1784797
qada	1036188
vbtx	1501570
sol	1417892
road	1718227
core	1318084
arcb	894405
fdmt	1650648
inbx	1739614
sg	1744894
gff	50725
slcjy	1523541
sa	1231346
fgroy	1438926
ever	1640428
ssp	832428
tnc	97134
irt	1466085
frta	1678463
erj	1355444
ffg	1012771
fsm	1341335
crtx	1662774
vcra	1129260
pgti	1354327
bwmx	1788257
cash	907471
cvgw	1133470
blfs	834365
wpf	1809104
skt	899715
sm	893538
chrs	1512762
veru	863894
advm	1501756
alx	3499
brray	1381202
lfugf	1448591
air	1750
wire	850460
omer	1285819
bxmx	1298699
lnth	1521036
fro	913290
tril	1616212
ravn	82166
nexa	1713930
ghg	1724755
swm	1000623
cenx	949157
tell	61398
pcvx	1649094
nvee	1532961
agys	78749
nwbo	1072379
sens	1616543
vlrs	1520504
lhdx	1652724
qnst	1117297
nfj	1260563
eose	1805077
nrc	70487
epac	6955
aifly	1065199
acls	1113232
rptx	1808158
tpgy	1819399
jws	1800682
vivo	794172
lmnx	1033905
ntgr	1122904
hurn	1289848
plus	1022408
scwx	1468666
uvv	102037
meso	1345099
mnkd	899460
trhc	1651561
nxgn	708818
tbph	1583107
itos	1808865
atec	1350653
ladr	1577670
oxm	75288
bpmp	1708301
fdp	1047340
crncd	909531
evop	1704596
atri	701288
foe	35214
linx	1770883
jout	788329
cli	924901
rmax	1581091
silv	1659520
alex	1545654
cers	1020214
phat	1783183
efsc	1025835
azz	8947
adag	1818838
zgnx	1375151
ftoc	1816090
atnx	1300699
rdwr	1094366
din	49754
sgtx	1821323
ocfc	1004702
rmr	1644378
sand	1434614
gthx	1560241
loma	1711375
ingn	1294133
arko	1823794
inva	1080014
cmlf	1818331
opi	1456772
nmz	1266585
gpro	1500435
camt	1109138
sblk	1386716
lorl	1006269
gty	1052752
mwk	1757715
grvy	1313310
nblx	1647513
zumz	1318008
vff	1584549
evri	1318568
quot	1115128
buse	314489
fcf	712537
fxcny	1164009
glng	1207179
cndt	1677703
nrk	1195739
gnog	1768012
alpp	1606698
pra	1127703
extr	1078271
ajax	1824963
star	1095651
ichr	1652535
tcmd	1027838
axl	1062231
vsta	1792829
tcbk	356171
rgr	95029
elf	1600033
hpk	1792849
bolt	1641281
morf	1679363
nmfc	1496099
lgvw	1804176
tvty	704415
bjri	1013488
ecol	1783400
lrn	1157408
saft	1172052
ngd	800166
gogo	1537054
fmcc	1026214
rtp	1819848
clls	1627281
acrs	1557746
oric	1796280
btbt	1710350
pbf	1534504
drq	1042893
crk	23194
cmgr	1389518
crhc	1818212
cls	1030894
prpb	1812667
shyf	743238
asti	1350102
mgnx	1125345
chco	726854
brog	1774983
tsha	1806310
ih	1814423
tbbk	1295401
cmco	1005229
chy	1222719
sbsi	705432
hgen	1293310
snex	913760
pten	889900
mtsc	68709
kra	1321646
amsf	1018979
for	1406587
lxrx	1062822
fax	790500
pasg	1787297
bif	102426
mdxg	1376339
kpti	1503802
gsah	1809987
kos	1509991
apsg	1820872
step	1796022
chef	1517175
sxi	310354
hqh	805267
eos	1308335
tmp	1005817
rnp	1224450
plce	1041859
rwt	930236
dnow	1599617
cmre	1503584
mdp	65011
cyh	1108109
chct	1631569
mgpi	835011
tgp	1308106
akro	1744659
hees	1339605
bpfh	821127
qqqx	1608741
arco	1508478
clnc	1717547
stba	719220
iiiv	1728688
tpb	1290677
hcc	1691303
epzm	1571498
xone	1561627
itpof	880224
stro	1382101
srce	34782
ha	1172222
cgen	1119774
wll	1255474
btwn	1815086
ruby	1709401
enta	1177648
grbk	1373670
scu	1403256
sybt	835324
imax	921582
nbhc	1475841
grpn	1490281
pyrnf	1743344
bomn	1494582
ptgx	1377121
prrfy	1446252
dhc	1075415
sgh	1616533
annx	1528115
nesr	1698514
pfc	946647
matw	63296
best	1709505
jbss	880117
fbnc	811589
nink	1567388
veco	103145
geo	923796
svm	1340677
etw	1322435
plow	1287213
plrx	1746473
dbd	28823
avid	896841
srg	1628063
gilt	897322
cts	26058
tcrr	1750019
denn	852772
chi	1171471
dvax	1029142
cdmo	704562
ziop	1107421
ozsc	1679817
ecpg	1084961
acel	1698991
ihrt	1400891
brkl	1049782
kfrc	930420
hibb	1017480
icpt	1270073
dgnr	1818201
ccf	830524
nxrt	1620393
imkta	50493
erf	1126874
ltmaq	1047716
petq	1668673
kref	1631596
oec	1609804
lotz	1759008
gsky	1712923
ospn	1044777
mcri	907242
svfa	1828478
nhc	1047335
enva	1529864
inn	1497645
res	742278
labl	819220
hmi	1720446
vinp	1826286
ulnv	1605810
adap	1621227
vnda	1347178
clm	814083
gan	1799332
awf	906013
cmbm	1738177
sibn	1459839
trxc	876378
tgh	1413159
awh	926617
wow	1701051
mitfy	1515160
plya	1692412
bhe	863436
ffc	1174164
cco	1334978
vitl	1579733
swbi	1092796
le	799288
audc	1086434
gldd	1372020
vtiq	1823884
aio	1778114
prts	1378950
bhlb	1108134
bdtx	1701541
myi	883412
myrg	700923
ortx	1748907
dht	1331284
aosl	1387467
sndx	1395937
iesc	1048268
oas	1486159
rnwey	1361369
ghld	1821160
cara	1346830
aod	1379400
fph	1574197
osur	1116463
kids	1425450
cry	784199
rdnt	790526
meg	1643615
nga	1815495
vbiv	764195
eim	1176984
apog	6845
tpre	1576018
resi	1555039
ffwm	1413837
brbr	1772016
sph	1005210
holi	1357450
agro	1499505
hzo	1057060
schl	866729
lmat	1158895
jpc	1216583
odt	1717452
epix	1633932
bkd	1332349
fuv	1558583
rdus	1428522
banc	1169770
cris	1108205
smp	93389
pml	1170299
ofg	1030469
lc	1409970
gof	1380936
bma	1347426
np	1296435
gam	40417
orla	1680056
vxrt	72444
csr	798359
ahh	1569187
rnlx	1811115
trvg	1683825
hexo	1690947
pthiy	1520253
vgac	1804591
schn	912603
cldx	744218
pump	1680247
gabc	714395
wndw	1071840
gprk	1464591
oii	73756
curi	1776909
cet	18748
prvb	1695357
pahc	1069899
eig	1379041
stng	1483934
fprx	1175505
prdo	1046568
mbin	1629019
bq	1815021
msgn	1469372
cvm	725363
plse	1625101
cxw	1070985
drd	1023512
vrex	1681622
amph	1297184
tdf	919893
krny	1617242
acic	1824502
ntus	878526
dcom	846617
merc	1333274
arzty	1423210
mrus	1651311
cars	1683606
anab	1370053
ameh	1083446
phar	1828316
vmo	884152
cnob	712771
gpre	1309402
hmst	1518715
oprx	1448431
crmt	799850
agen	1098972
lind	1512499
rngtf	1431852
ande	821026
ciic	1789760
ainv	1278752
imos	1123134
afin	1568162
algs	1799448
clvs	1466301
ivr	1437071
cdev	1658566
sfl	1289877
ccx	1774675
dbi	1319947
uht	798783
agm	845877
fosl	883569
ipod	1818876
ctrm	1720161
bhk	1160864
wrld	108385
vygg	1822877
bcsf	1655050
phvs	1830487
agc	1823340
ctagy	1450009
jqc	1227476
amrx	1723128
ffntf	1783875
wnc	879526
thq	1604522
coll	1267565
hngr	722723
rbcaa	921557
tpc	77543
prty	1592058
tcx	909494
ocsl	1414932
kyn	1293613
ptnr	1096691
axdx	727207
altm	1692787
mgic	876779
ckh	859598
kodk	31235
ebsb	1600125
desp	1703141
hfwa	1046025
gsg	1332174
tig	1801754
gato	1517006
acco	712034
kelya	55135
avxl	1314052
actc	1820630
cpe	928022
gel	1022321
dyn	1818794
emd	1227862
mnrl	1745797
rpt	842183
evlo	1694665
bcov	1313275
nls	1078207
ten	1024725
forr	1023313
uavs	8504
radi	1810739
boom	34067
igr	1268884
wlkp	1604665
leap	1818346
wbai	1517496
ra	1655099
plab	810136
trtx	1630472
tgi	1021162
rna	1599901
erii	1421517
phk	1219360
ogi	1620737
boac	1818089
vtol	1525221
kdmn	1557142
exk	1277866
ofix	884624
fanh	1413855
grc	42682
ll	1396033
wetf	880631
bcor	1068875
avan	1819608
vapo	1253176
alp-pq	3153
cubi	1488813
ecom	1169652
sft	1762322
qep	1108827
uscr	1073429
alt	1326190
lgorf	1400438
ango	1275187
pae	1720821
jg	1737339
atha	1620463
nie	1383441
sri	1043337
swdhy	1531006
chuy	1524931
nex	1688476
tmdx	1756262
vvi	884219
nx	1423221
cii	1278895
goss	1728117
alpc	1616736
ufcs	101199
rfp	1393066
sspk	1779474
yj	1759614
calt	1795579
ueic	101984
etm	1067837
aeri	1337553
xent	1271214
pam	1469395
vet	1293135
tcs	1411688
pdfs	1120914
qd	1692705
ccd	1602584
kopn	771266
espr	1434868
sohu	1734107
love	1701758
abst	1071058
knl	1011570
arr	1428205
slrc	1418076
ac	1642122
bfs	907254
stfc	874977
mye	69488
sii	1512920
axgn	805928
wash	737468
pll	1728205
pddtf	1718226
xog	1655020
parr	821483
gogl	1029145
hstm	1095565
solo	1637736
pfbc	1492165
arlp	1086600
hutcy	1461402
npacy	1450276
osw	1758488
cbb	716133
adtn	926282
rbac	1815184
ff	1337298
atrs	1016169
esgc	1532981
hmhc	1580156
atom	1420520
vray	1597313
wiw	1267902
tgs	931427
dfin	1669811
rigl	1034842
spwh	1132105
bcx	1506289
htd	1260041
cown	1466538
hlit	851310
hfro	1710680
albo	1322505
uslm	82020
kop	1315257
peri	1338940
goac	1816176
hbnc	706129
nmco	1774342
lbai	846901
gim	828803
scsc	918965
bedu	1696355
casa	1333835
mrc	1439095
sp	1059262
ebon	1799290
uuuu	1385849
obnk	1516912
iim	885601
cpac	1221029
nkx	1195738
nmgrf	1649752
abtx	1642081
caap	1717393
aten	1580808
tsc	1380846
pfn	1296250
tars	1819790
rekr	1697851
qiwi	1561566
vuzi	1463972
hzac	1817071
ldp	1548717
srdx	924717
dtil	1357874
dms	1725134
fpac	1829426
vkq	877463
gdyn	1743725
echo	1426945
vgm	880892
revg	1687221
ncbs	1174850
talo	1724965
bpyu	1496048
aiv	922864
clw	1441236
atni	879585
by	1702750
mmx	1773250
pets	1040130
kalv	1348911
crzo	1040593
haac	1824013
uvsp	102212
kavl	1762239
loco	1606366
sify	1094324
bpiry	1437441
nwli	1635984
grsv	1816816
imtx	1809196
gci	1579684
treb	1805833
umh	752642
capl	1538849
ghvi	1819394
amsc	880807
glt	41719
boe	1320375
hzon	1821788
thry	1556739
frsx	1691221
grts	1656634
agcb	1830232
bcel	1532346
scvl	895447
tcpc	1370755
mitk	807863
nog	1104485
rc	1527590
gsbc	854560
dmrc	1438231
agx	100591
fthm	1753162
dgii	854775
cmrx	1117480
nfbk	1493225
nunz	886093
mod	67347
hlx	866829
arch	1037676
asix	1673985
clsk	827876
afmd	1608390
dac	1369241
ctbi	350852
cyd	932695
bmtc	802681
akts	1584754
pcn	1160990
pdt	855886
myd	879361
duo	1750593
avro	1681087
cfii	1811856
mtem	1183765
cps	1320461
cmtl	23197
smlr	1554859
tbi	768899
vta	1393662
iqi	885125
ngms	1821349
sln	1479615
bfk	1137393
fi	1575828
wtre	1601669
swir	1111863
pbfx	1582568
cbtx	1473844
akba	1517022
dnn	1063259
mcf	1071993
efc	1411342
ruth	1324272
wimi	1770088
pace	1819404
lcy	1822492
ambc	874501
fbms	947559
lpg	1596993
slca	1524741
etj	1395325
sptn	877422
npk	80172
cgbd	1544206
good	1234006
mgtx	1735438
wina	908315
aan	1821393
mx	1325702
iva	1756594
sldb	1707502
zyxi	846475
tshmy	1503526
bit	1562818
togl	1378125
pzn	1399249
harp	1708493
gco	18498
ctrn	1318484
vslax	853180
amswa	713425
mmrty	1412481
nakd	1707919
hwkn	46250
cir	1091883
afib	1522860
oyst	1720725
nid	1557915
tile	715787
alta	1636286
nptn	1227025
usat	896429
tufn	1757399
aspn	1145986
glp	1323468
one	1722380
syrs	1556263
kndi	1316517
npa	1780312
aegn	353020
hsii	1066605
dco	30305
apxt	1777921
csv	1016281
nnax	1132509
ardx	1437402
sboey	1578955
qcrh	906465
poww	1015383
eoi	1300391
hone	1769617
atex	1304492
new	1726189
vspr	1818093
vsbc	1697884
gmre	1533615
trst	357301
bdsx	1439725
mgi	1273931
rmni	1635282
ulh	1308208
tnxp	1430306
vec	1601548
wftlf	1603923
aqb	1603978
qell	1821171
arlo	1736946
cai	1388430
vcv	895531
cbat	1117171
clnn	1822791
hio	910068
snpr	1819584
vvr	1059386
nbtx	1760854
dmyd	1816101
trit	1819876
aitx	1498148
utl	755001
orbc	1361983
fnko	1704711
nbb	1478888
vktx	1607678
dbvt	1613780
akus	1722271
hvt	216085
nvgi	1500122
muc	1051004
txmd	25743
bto	925683
curo	1711291
bbar	913059
fhtx	1822462
gray	1534133
prta	1559053
hcci	1403431
opti	1557340
egrx	827871
kdny	1435049
fvti	1626745
bgy	1393299
fixx	1661998
viot	1742770
idya	1676725
blx	890541
cepu	1717161
spaq	1838527
cfb	1458412
mmd	1518557
mvf	835948
eth	896156
bbdc	1379785
untc	798949
ffic	923139
hec	1803901
nxj	1087786
avk	1219120
tlmd	1791091
cpf	701347
smmt	1599298
strl	874238
fmac	1822219
gnus	1355848
ghy	1554697
ke	1606757
fmcb	1085913
oxlc	1495222
chw	1396277
pebo	318300
aciu	1651625
cass	708781
ssdt	1673504
ihc	701869
trmd	1655891
bzh	915840
tsia	1826000
wldn	1370450
true	1327318
rev	887921
mpx	1129155
cal	14707
expc	1779128
imxi	1683695
tuwoy	1145678
bysi	1677940
nbr	1163739
bgb	1546429
eqos	1790515
gern	886744
drrx	1082038
ldl	60977
spnv	1825024
cac	750686
bcyc	1761612
rvp	946563
mirm	1759425
xbit	1626878
yorw	108985
jaggf	1333849
hix	1058239
pstx	1661460
rlmd	1553643
fmbh	700565
wttr	1693256
mui	1232860
ubp	1029800
amtb	1734342
mua	901243
gp	1584547
dgrly	1361371
ssti	1351636
mmu	886043
flxn	1419600
ggn	1313510
lizi	1783407
lqdt	1235468
pand	1807901
urgn	1668243
avd	5981
cldt	1476045
cutr	1162461
hbia	732417
blw	1233681
dfp	1559991
gden	1071255
dnk	1785154
rex	744187
tclry	1080259
ifn	917100
ipv	1789029
jih	1787791
tpco	1593195
nssc	69633
rcel	1762303
bxg	778946
angn	1601485
srac	1781162
gpmt	1703644
crnx	1658247
ircp	1128173
impx	1820191
krp	1657788
iiin	764401
bme	1314966
nh	1566469
thff	714562
zixi	855612
